alunoid,campus,curso,anoingresso,periodoingresso,dataconclusao,forma_acesso_seletivo,rendabruta,ira,modalidade,genero,raca,idade,ficou_tempo_sem_estudar,razao_ausencia_educacional,quantidade_computadores,exclusivo_rede_publica,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,situacao,pontuacao_seletivo,percentual_frequencia,reprovacoes,idioma
72532,CAX,Caxias - Bacharelado em Zootecnia,2016,2,2021-12-13,CON,1600.0,7.97,Bacharelado,F,Parda,24,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,98,0,False
86062,MAR,Licenciatura em Ciências Agrárias,2017,2,,COT,546.0,7.26,Licenciatura,F,Preta,23,False,,0.0,False,Pais,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,99,2,False
114630,ZDC,Licenciatura em Química,2019,1,,CON,300.0,8.28,Licenciatura,F,Parda,26,False,,0.0,False,Amigo(s),Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,98,2,False
111224,SIN,Bacharelado em Engenharia da Computação,2019,1,,COT,1468.0,6.02,Bacharelado,F,Parda,22,False,,0.0,False,Pais,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,69,6,False
140725,ACA,Licenciatura em Química,2021,1,,COT,1432.0,8.82,Licenciatura,F,Parda,20,False,,0.0,False,Mãe,Ensino fundamental completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
137612,SJR,Graduação Tecnológica em Processos Gerenciais,2021,1,,COT,2900.0,9.45,Tecnologia,F,Preta,31,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Não conhece,1.0,União Estável,0,Urbano,Serviço público,Matriculado,,88,0,False
104911,BTC,Buriticupu - Licenciatura em Matemática Pafor,2019,1,,CON,10.45,8.12,Licenciatura,F,Parda,29,False,,,False,Cônjuge,Ensino fundamental completo,Não Estudou,,Casado(a),1,Rural,Não está trabalhando,Matriculado,,97,0,False
60379,SJP,Sjp - Bacharelado em Administração - Superior,2015,1,2019-04-25,COT,954.0,8.91,Bacharelado,F,Branca,25,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Rural,Não está trabalhando,Formado,,100,0,False
51013,BAC,Licenciatura Plena em Química (sisu),2014,1,2019-06-26,,600.0,7.79,Licenciatura,F,Parda,27,False,,0.0,False,Pais,Alfabetizado,Alfabetizado,0.0,Solteiro(a),0,Rural,Não está trabalhando,Formado,,100,0,False
125297,BAC,Bacharelado em Administração,2020,1,,CON,2424.0,8.09,Bacharelado,F,Parda,24,False,,0.0,False,Pais,Ensino médio completo,Ensino superior incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,98,0,False
97454,COD,Bacharelado em Agronomia,2018,1,,COT,950.0,6.7,Bacharelado,F,Preta,29,False,,1.0,False,Pais,Alfabetizado,Alfabetizado,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Trancado Voluntariamente,,99,3,False
126656,SJP,Licenciatura em Matemática,2020,1,,COT,677.0,4.1,Licenciatura,F,Parda,19,False,,0.0,False,Parentes,Ensino médio completo,Alfabetizado,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Trancado Voluntariamente,,91,8,False
98085,MTC,Licenciatura em Biologia,2018,1,,CON,1212.0,6.52,Licenciatura,F,Branca,32,False,,0.0,False,Sozinho,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Empresa privada,Matriculado,,95,5,False
111744,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,2020-12-18,CON,2200.0,9.17,Licenciatura,F,Branca,28,False,,1.0,False,Cônjuge,Ensino fundamental completo,Ensino médio incompleto,1.0,União Estável,1,Urbano,Empresa privada,Formado,,100,0,False
84750,MAR,Maracana - Zootecnia Bacharelado,2017,1,,COT,700.0,8.45,Bacharelado,F,Preta,24,False,,1.0,False,Pai,Ensino fundamental incompleto,Ensino fundamental completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Evasão,,99,0,False
72382,BAC,Licenciatura Plena em Química (sisu),2015,1,2019-12-12,COT,800.0,8.6,Licenciatura,F,Parda,25,False,,0.0,False,Amigo(s),Ensino fundamental incompleto,Não sei informar,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,100,0,False
112621,COD,Licenciatura em Ciências Biológicas,2019,1,,CON,2710.0,8.84,Licenciatura,F,Parda,24,False,,0.0,False,Avó,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,98,0,False
112826,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2019,1,,COT,60.0,8.16,Licenciatura,F,PARDA,21,False,,0.0,False,Pais,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,97,1,False
97490,COD,Licenciatura em Química,2018,1,,CON,550.0,5.77,Licenciatura,F,Parda,23,False,,0.0,False,Parentes,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,82,19,False
154040,SJP,Licenciatura em Matemática,2022,1,,COT,2424.0,0.0,Licenciatura,F,Parda,18,False,,,False,Avó,Ensino fundamental incompleto,Ensino fundamental incompleto,,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,94,0,False
128906,CAX,Caxias - Licenciatura em Ciências Biológicas,2020,2,,CON,138.0,6.35,Licenciatura,F,Parda,20,False,,,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,90,4,False
97335,COD,Licenciatura em Ciências Biológicas,2018,1,,COT,1032.0,7.92,Licenciatura,F,Preta,21,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,96,2,False
86266,ACA,Licenciatura em Química,2017,2,2022-01-24,CON,251.0,8.35,Licenciatura,F,Branca,30,False,,0.0,False,Mãe,Ensino médio completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,95,0,False
113420,ACA,Licenciatura em Química,2019,1,,COT,2424.0,7.06,Licenciatura,F,Preta,24,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Não sei informar,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,88,5,False
72599,CAX,Caxias - Licenciatura em Ciências Biológicas,2016,2,,,1118.75,4.22,Licenciatura,F,Parda,27,False,,0.0,False,Parentes,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Empresa privada,Cancelamento Compulsório,,100,0,False
110269,ZDC,Licenciatura em Matemática,2019,1,,COT,1900.0,7.77,Licenciatura,F,Preta,27,False,,0.0,False,Mãe,Ensino fundamental incompleto,Alfabetizado,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,92,2,False
153209,MTC,Engenharia Elétrica Industrial,2022,1,,CON,7000.0,0.0,Bacharelado,M,Branca,17,False,,1.0,False,Pais,Pós-gradução completa,Pós-gradução completa,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,91,0,False
82079,ITZ,Bacharelado em Ciência da Computação Imperatriz,2017,1,,CON,500.0,5.19,Bacharelado,M,Branca,22,False,,0.0,False,Sozinho,Ensino médio completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Matriculado,,99,0,True
132015,MTC,Engenharia Elétrica Industrial,2020,2,,CON,2900.0,0.07,Bacharelado,M,Parda,20,False,,0.0,False,Avô,Ensino superior completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Matriculado,,90,5,True
60380,SJP,Sjp - Bacharelado em Administração - Superior,2015,1,2019-04-25,,350.0,9.13,Bacharelado,F,Parda,25,False,,0.0,False,Pais,Ensino fundamental completo,Alfabetizado,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,100,0,False
155912,MTC,Engenharia Civil,2022,1,,CON,1285.0,0.0,Bacharelado,M,Parda,19,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,95,0,True
125534,SRM,GRADUAÇÃO EM AGRONOMIA,2020,1,,CON,0.0,8.68,Bacharelado,M,Parda,19,False,,0.0,False,Sozinho,Ensino superior completo,Ensino superior completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,1,False
86063,MAR,Licenciatura em Ciências Agrárias,2017,2,,COT,800.0,7.55,Licenciatura,M,Parda,23,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Evasão,,98,0,False
126711,CAX,Caxias - Bacharelado em Zootecnia,2020,1,,COT,900.0,5.63,Bacharelado,M,Parda,21,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,93,6,False
126226,MAR,Licenciatura em Ciências Agrárias,2020,1,,CON,0.0,1.29,Licenciatura,M,Preta,20,False,,0.0,False,Avó,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Jubilado,,83,8,False
85702,MTC,Licenciatura em Química EAD,2017,1,,,0.0,6.44,Licenciatura,M,Parda,25,False,,0.0,False,Mãe,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Matriculado,,100,0,False
97804,BDC,Curso de Bacharelado em Administração,2018,1,,CON,0.0,8.53,Bacharelado,M,Preta,26,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,99,1,False
96045,BDC,Curso de Bacharelado em Administração,2018,1,,CON,2919.25,0.0,Bacharelado,M,Preta,26,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Cancelamento Compulsório,,100,0,True
115135,CAX,Caxias - Licenciatura em Ciências Biológicas,2019,2,,CON,600.0,4.41,Licenciatura,M,Parda,21,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Evasão,,94,7,False
102994,MTC,Engenharia Mecânica Industrial,2018,2,,CON,1060.0,5.69,Bacharelado,M,Branca,23,False,,,False,Mãe,Ensino superior incompleto,Não sei informar,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,81,15,False
83680,MTC,Licenciatura em Química,2017,1,,CON,954.0,6.42,Licenciatura,M,Branca,23,False,,0.0,False,Mãe,Ensino médio completo,Não sei informar,0.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Cancelamento Compulsório,,83,0,False
83730,MTC,Engenharia Elétrica Industrial,2017,1,,COT,1056.37,6.57,Bacharelado,F,Amarela,27,False,,0.0,False,Parentes,Ensino médio completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Cancelado,,100,0,True
118927,BAC,Licenciatura Plena em Química (sisu),2020,1,,CON,4000.0,8.44,Licenciatura,F,Parda,28,False,,1.0,False,Cônjuge,Ensino fundamental incompleto,Ensino médio completo,1.0,Casado(a),0,Urbano,Serviço público,Trancada,,83,1,False
72419,BAC,Licenciatura Plena em Química (sisu),2016,1,,,830.0,5.34,Licenciatura,F,Preta,26,False,,0.0,False,Parentes,Ensino fundamental completo,Não Estudou,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Cancelamento Compulsório,,100,0,False
96525,SIN,Santa Inês - Licenciatura em Física,2018,1,,CON,0.0,4.39,Licenciatura,F,Parda,28,False,,0.0,False,Cônjuge,Ensino superior completo,Ensino fundamental incompleto,1.0,União Estável,1,Urbano,Nunca trabalhou,Matriculado,,88,7,True
82802,ZDC,Licenciatura em Química,2017,1,,CON,1045.0,6.27,Licenciatura,M,Parda,25,False,,0.0,False,Avó,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,71,13,False
81375,CCH,Licenciatura em Artes Visuais,2017,1,,,937.0,3.92,Licenciatura,M,Parda,24,False,,0.0,False,Mãe,Ensino médio completo,Não sei informar,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Trancada,,100,0,False
119212,CAX,Caxias - Bacharelado em Ciência da Computação,2020,1,,COT,2400.0,4.38,Bacharelado,M,Parda,20,False,,1.0,False,Pai,Ensino médio completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,95,6,False
140194,SIN,Santa Inês - Licenciatura em Física,2021,1,,COT,0.0,8.14,Licenciatura,M,Parda,20,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,0,False
121332,BAC,Licenciatura Plena em Química (sisu),2020,1,,COT,10.39,0.0,Licenciatura,M,Parda,20,False,,1.0,False,Pais,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Jubilado,,85,6,False
61055,CAX,Caxias - Bacharelado em Ciência da Computação,2015,1,,COT,1100.0,8.01,Bacharelado,M,Amarela,26,False,,0.0,False,Outro,Ensino médio completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Empresa privada,Trancada,,99,0,False
127971,ZDC,Licenciatura em Química,2020,1,,CON,300.0,7.94,Licenciatura,M,Preta,22,False,,0.0,False,Amigo(s),Ensino fundamental completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,97,2,False
126535,BAC,Licenciatura Plena em Química (sisu),2020,1,,CON,555.0,6.46,Licenciatura,F,PARDA,19,False,,0.0,False,Outro,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,90,3,False
137472,ZDC,Licenciatura em Química,2021,1,,CON,1100.0,0.29,Licenciatura,M,Parda,19,False,,1.0,False,Pais,Ensino superior incompleto,Ensino superior incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Jubilado,,98,7,True
87614,CAX,Caxias - Licenciatura em Química,2017,2,,CON,980.0,6.18,Licenciatura,F,Preta,23,False,,,False,Pais,Ensino médio incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,85,5,False
69168,COD,Bacharelado em Agronomia,2016,1,2021-10-25,COT,400.0,8.77,Bacharelado,M,Parda,25,False,,0.0,False,Amigo(s),Ensino médio completo,Pós-gradução completa,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,99,0,False
114822,SJP,Licenciatura em Física,2019,2,,CON,1600.0,7.86,Licenciatura,M,Parda,21,False,,0.0,False,Pais,Ensino fundamental completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,96,2,False
100069,CAX,Caxias - Bacharelado em Zootecnia,2018,2,,CON,700.0,5.14,Bacharelado,M,Preta,24,False,,0.0,False,Avô,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),1,Urbano,Autônomo,Trancada,,89,8,False
98288,MTC,Engenharia Elétrica Industrial,2018,1,,CON,6000.0,8.74,Bacharelado,M,Branca,25,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,99,0,True
73792,ITZ,Bacharelado em Engenharia Elétrica  Imperatriz,2016,2,,,0.0,6.71,Bacharelado,M,Branca,27,False,,1.0,False,Pai,Ensino superior completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Trancada,,99,0,False
112839,BDC,Curso de Bacharelado em Administração,2019,1,,CON,34.94,8.06,Bacharelado,M,Parda,24,False,,,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,,Solteiro(a),1,Urbano,Empresa privada,Matriculado,,94,1,False
153925,ITZ,Bacharelado em Ciência da Computação Imperatriz,2022,1,,COT,3307.71,0.0,Bacharelado,M,Branca,18,False,,0.0,False,Pai,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,97,0,False
69623,MTC,Engenharia Elétrica Industrial,2016,1,,,1143.18,3.55,Bacharelado,M,Parda,24,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Evasão,,100,0,False
121027,CAX,Caxias - Licenciatura em Matemática,2020,1,,CON,0.0,9.62,Licenciatura,M,Preta,20,False,,0.0,False,Pais,Ensino superior completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,99,0,False
52534,COD,Licenciatura em Química,2012,1,,,937.0,0.0,Licenciatura,M,Preta,28,False,,0.0,False,Pais,Ensino médio completo,Ensino médio incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Jubilado,,100,0,False
96382,CCH,Licenciatura em Artes Visuais,2018,1,,COT,1020.0,2.43,Licenciatura,M,Parda,26,False,,0.0,False,Amigo(s),Ensino médio completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,61,26,True
82077,ITZ,Bacharelado em Ciência da Computação Imperatriz,2017,1,,,2789.99,3.32,Bacharelado,M,Parda,31,False,,0.0,False,Cônjuge,Ensino superior completo,Ensino médio completo,1.0,Casado(a),1,Urbano,Empresa privada,Trancada,,92,0,False
31113,MTC,Engenharia Elétrica Industrial,2012,1,2017-11-16,,0.0,8.14,Bacharelado,M,Parda,27,False,,0.0,False,Pais,Ensino médio completo,Ensino superior incompleto,1.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Formado,,100,0,True
132320,CAX,Caxias - Licenciatura em Matemática,2020,2,,CON,900.0,9.19,Licenciatura,M,Parda,20,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Cancelado,,99,0,False
140106,COD,Licenciatura em Química,2021,1,,CON,0.0,2.45,Licenciatura,M,Parda,26,False,,,False,Outro,Ensino médio completo,Não conhece,,Solteiro(a),1,Urbano,Não está trabalhando,Matriculado,,92,6,False
56083,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2014,2,,,2874.0,4.68,Licenciatura,M,Preta,27,False,,0.0,False,Parentes,Ensino superior completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Autônomo,Cancelamento Compulsório,,100,0,False
126953,ACA,Licenciatura em Química,2020,1,,COT,900.0,0.33,Licenciatura,M,Parda,21,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Jubilado,,84,7,False
125388,SJR,Graduação Tecnológica em Processos Gerenciais,2020,1,,CON,2000.0,8.9,Tecnologia,M,Parda,23,False,,,False,Pais,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Trancada,,98,1,False
83779,MTC,Engenharia Civil,2017,1,2022-05-04,COT,1996.0,8.96,Bacharelado,M,Parda,24,False,,0.0,False,Avó,Ensino fundamental incompleto,Ensino fundamental completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,100,0,False
96327,SIN,Santa Inês - Licenciatura em Física,2018,1,,CON,962.0,6.6,Licenciatura,M,Parda,23,False,,0.0,False,Mãe,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,89,6,False
152780,MTC,Licenciatura em Matemática,2022,1,,CON,4.0,0.0,Licenciatura,M,Parda,18,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino médio completo,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,33,0,False
155157,ACA,Licenciatura em Química,2022,1,,COT,2100.0,0.0,Licenciatura,M,Parda,21,False,,,False,Pais,Ensino superior incompleto,Ensino superior completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,75,0,False
40697,SIN,Santa Inês - Bacharelado em Administração - Noturno,2013,1,,CON,2000.0,6.84,Bacharelado,M,Parda,30,False,,0.0,False,Sozinho,Ensino médio incompleto,Ensino superior incompleto,1.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,96,1,True
97812,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2018,1,,CON,1100.0,9.03,Licenciatura,M,Preta,27,False,,0.0,False,Cônjuge,Ensino médio completo,Não Estudou,1.0,Casado(a),0,Urbano,Não está trabalhando,Matriculado,,98,0,False
97848,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2018,1,,CON,1045.0,8.77,Licenciatura,M,Preta,21,False,,0.0,False,Mãe,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,0,False
126464,MTC,Licenciatura em Química,2020,1,,CON,1300.0,8.15,Licenciatura,M,Branca,20,False,,0.0,False,Pais,Ensino médio incompleto,Ensino médio incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,95,1,False
96899,SIN,Santa Inês - Bacharelado em Administração - Noturno,2018,1,,CON,877.0,6.0,Bacharelado,M,Parda,24,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Matriculado,,93,5,True
112934,COD,Bacharelado em Agronomia,2019,1,,CON,0.0,7.46,Bacharelado,M,Parda,21,False,,,False,Sozinho,Ensino médio completo,Ensino fundamental incompleto,,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,98,0,False
68884,SIN,Santa Inês - Bacharelado em Administração - Noturno,2016,1,,,1887.0,7.19,Bacharelado,M,Branca,26,False,,0.0,False,Pais,Ensino fundamental completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
102056,BTC,Buriticupu - Licenciatura em Biologia Enem - Noturno,2018,2,,CON,1.5,3.48,Licenciatura,M,Preta,23,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Não está trabalhando,Matriculado,,71,7,False
82206,ITZ,Licenciatura em Física - Imperatriz,2017,1,,,930.0,0.53,Licenciatura,M,Parda,25,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Cancelamento Compulsório,,100,0,False
127744,COD,Licenciatura em Química,2020,1,,COT,1045.0,0.63,Licenciatura,M,Parda,23,False,,0.0,False,Pai,Não Estudou,Ensino fundamental incompleto,0.0,Solteiro(a),1,Urbano,Nunca trabalhou,Matriculado,,80,15,False
113305,ACA,Licenciatura em Química,2019,1,,CON,1700.0,8.91,Licenciatura,M,Parda,20,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,0,False
115136,CAX,Caxias - Licenciatura em Ciências Biológicas,2019,2,,COT,600.0,3.38,Licenciatura,M,Preta,22,False,,0.0,False,Mãe,Ensino médio completo,Não sei informar,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,78,13,False
125905,SJP,Licenciatura em Matemática,2020,1,,COT,280.0,5.54,Licenciatura,M,Branca,22,False,,0.0,False,Mãe,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,100,1,False
102347,ITZ,Bacharelado em Engenharia Elétrica  Imperatriz,2018,2,,COT,0.0,2.2,Bacharelado,M,Parda,23,False,,1.0,False,Mãe,Ensino médio completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelamento Compulsório,,92,8,False
139148,CAX,Caxias - Bacharelado em Zootecnia,2021,1,,COT,10000.0,0.0,Bacharelado,M,Parda,23,False,,0.0,False,Parentes,Ensino superior completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Não informado,Autônomo,Jubilado,,100,0,False
60281,ITZ,Bacharelado em Ciência da Computação Imperatriz,2015,1,,,1600.0,7.26,Bacharelado,M,Parda,25,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
37210,MTC,Engenharia Civil,2013,1,2020-05-19,,1414.63,8.68,Bacharelado,M,Parda,27,False,,0.0,False,Pai,Ensino superior completo,Ensino médio completo,1.0,Solteiro(a),0,Rural,Nunca trabalhou,Formado,,100,0,True
139809,ACA,Licenciatura em Química,2021,1,,COT,350.0,8.84,Licenciatura,M,Parda,22,False,,0.0,False,Sozinho,Ensino fundamental completo,Não Estudou,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Trancado Voluntariamente,,99,0,False
113819,MTC,Engenharia Civil,2019,1,,COT,1200.0,8.84,Bacharelado,M,Parda,23,False,,1.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,96,1,False
73765,ITZ,Bacharelado em Engenharia Elétrica  Imperatriz,2016,2,,COT,2040.0,7.57,Bacharelado,M,Parda,25,False,,1.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,0,False
153279,MTC,Licenciatura em Física,2022,1,,COT,400.0,0.0,Licenciatura,M,Parda,18,False,,0.0,False,Mãe,Ensino médio completo,Não sei informar,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,97,0,False
152874,BAC,Bacharelado em Administração,2022,1,,COT,2699.29,0.0,Bacharelado,M,Parda,17,False,,,False,Pais,Ensino fundamental completo,Ensino fundamental completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
53179,BTC,Buriticupu - Licenciatura em Biologia Enem - Noturno,2014,2,,,640.0,7.95,Licenciatura,M,Parda,26,False,,0.0,False,Sozinho,Ensino fundamental incompleto,Não Estudou,1.0,Solteiro(a),0,Urbano,Beneficiário ou Pensionista do INSS,Trancada,,100,0,False
69949,CAX,Caxias - Bacharelado em Ciência da Computação,2016,1,,CON,2900.0,4.72,Bacharelado,M,Preta,24,False,,1.0,False,Pais,Ensino superior completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,98,0,False
125666,BDC,Curso de Bacharelado em Administração,2020,1,,COT,1100.0,9.1,Bacharelado,M,Parda,21,False,,2.0,False,Mãe,Ensino médio completo,Não sei informar,0.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,98,0,False
82004,COD,Licenciatura em Matemática,2017,1,,CON,1100.0,6.09,Licenciatura,M,Parda,23,False,,0.0,False,Mãe,Não Estudou,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,97,0,False
69005,ITZ,Bacharelado em Ciência da Computação Imperatriz,2016,1,,CON,1134.0,4.71,Bacharelado,M,Branca,25,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,True
