alunoid,campus,curso,anoingresso,periodoingresso,dataconclusao,forma_acesso_seletivo,rendabruta,ira,modalidade,genero,raca,idade,ficou_tempo_sem_estudar,razao_ausencia_educacional,quantidade_computadores,exclusivo_rede_publica,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,situacao,pontuacao_seletivo,percentual_frequencia,reprovacoes,idioma
27441,MTC,Licenciatura em Biologia,2011,1,,COT,300.0,7.38,Licenciatura,M,Preta,42,False,,0.0,False,Pai,Alfabetizado,Alfabetizado,1.0,Solteiro(a),0,Rural,Serviço público,Matriculado,,96,0,False
103734,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,,CON,7000.0,9.32,Licenciatura,M,Branca,42,False,,1.0,False,Pais,Pós-gradução completa,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Matriculado,,100,0,False
111234,COD,Licenciatura em Ciências Biológicas,2019,1,,COT,700.0,5.38,Licenciatura,M,Parda,21,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Trancada,,88,9,False
125703,MAR,Licenciatura em Ciências Agrárias,2020,1,,COT,3000.0,0.0,Licenciatura,F,Parda,20,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino superior completo,1.0,Solteiro(a),0,Rural,Nunca trabalhou,Cancelado,,100,0,False
72547,CAX,Caxias - Bacharelado em Zootecnia,2016,2,2021-12-13,COT,1100.0,7.85,Bacharelado,M,Preta,25,False,,0.0,False,Mãe,Não Estudou,Não Estudou,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,98,1,False
39413,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2013,1,,CON,400.0,7.34,Licenciatura,M,Parda,32,False,,0.0,False,Amigo(s),Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,100,0,False
60849,MTC,Engenharia Civil,2015,1,,,200.0,5.11,Bacharelado,F,Parda,26,False,,0.0,False,Mãe,Pós-gradução completa,Não sei informar,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,100,0,False
137241,MTC,Engenharia Civil,2021,1,,COT,3000.0,0.0,Bacharelado,M,Preta,26,False,,0.0,False,Sozinho,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Serviço público,Cancelado,,100,0,False
110302,BDC,Curso de Bacharelado em Administração,2019,1,,CON,9000.0,5.78,Bacharelado,M,Parda,34,False,,0.0,False,Cônjuge,Ensino médio completo,Ensino médio incompleto,3.0,União Estável,2,Urbano,Serviço público,Matriculado,,75,10,False
87504,MTC,Engenharia Mecânica Industrial,2017,2,,COT,0.0,6.98,Bacharelado,M,Parda,26,False,,1.0,False,Pais,Ensino médio completo,Ensino médio incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Trancada,,98,0,False
85821,MTC,Licenciatura em Química EAD,2017,1,,,935.0,0.0,Licenciatura,M,Branca,33,False,,1.0,False,Cônjuge,Ensino superior incompleto,Ensino superior completo,1.0,Casado(a),3,Urbano,Serviço público,Cancelado,,100,0,False
48735,MTC,Engenharia Civil,2014,1,,,0.0,8.0,Bacharelado,M,Parda,27,False,,0.0,False,Pais,Ensino superior completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Matriculado,,100,0,True
97028,ZDC,Licenciatura em Química,2018,1,,CON,965.0,8.82,Licenciatura,M,Parda,30,False,,0.0,False,Pais,Alfabetizado,Alfabetizado,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,97,0,False
56060,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2014,2,,CON,200.0,7.78,Licenciatura,M,Preta,28,False,,0.0,False,Cônjuge,Ensino médio completo,Não sei informar,0.0,Solteiro(a),2,Rural,Autônomo,Matriculado,,100,0,True
96144,SIN,Santa Inês - Licenciatura em Física,2018,1,,COT,900.0,6.86,Licenciatura,F,Parda,22,False,,,False,Cônjuge,Ensino médio completo,Ensino médio completo,0.0,União Estável,0,Urbano,Autônomo,Matriculado,,83,4,False
85664,MTC,Licenciatura em Química EAD,2017,1,2021-12-10,,0.0,9.5,Licenciatura,F,Parda,31,False,,0.0,False,Pais,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Empresa privada,Formado,,100,0,False
114847,CAX,Caxias - Licenciatura em Ciências Biológicas,2019,2,,CON,0.0,8.95,Licenciatura,F,Parda,21,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,1,False
139898,COD,Licenciatura em Química,2021,1,,COT,1500.0,5.64,Licenciatura,F,Parda,19,False,,,False,Avó,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,99,3,False
103812,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,2021-12-03,CON,48.0,7.94,Licenciatura,M,Parda,39,False,,,False,Cônjuge,Ensino médio completo,Ensino médio completo,1.0,Casado(a),2,Urbano,Trabalha com vínculo empregatício,Formado,,100,2,False
94677,ZDC,Licenciatura em Matemática,2018,1,,COT,700.0,8.1,Licenciatura,M,Preta,24,False,,0.0,False,Sozinho,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,99,3,False
156807,CAX,Caxias - Bacharelado em Zootecnia,2022,1,,COT,1212.0,0.0,Bacharelado,M,Parda,32,False,,1.0,False,Cônjuge,Não Estudou,Não Estudou,1.0,Solteiro(a),0,Urbano,Serviço público,Cancelado,,100,0,False
72584,CAX,Caxias - Licenciatura em Ciências Biológicas,2016,2,,COT,0.0,6.76,Licenciatura,M,Amarela,43,False,,0.0,False,Cônjuge,Não Estudou,Não Estudou,0.0,Casado(a),2,Urbano,Trabalha com vínculo empregatício,Trancada,,96,3,False
82000,COD,Licenciatura em Matemática,2017,1,,CON,1200.0,6.21,Licenciatura,M,Parda,46,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Casado(a),1,Urbano,Autônomo,Trancada,,98,0,False
125981,ITZ,Licenciatura em Física - Imperatriz,2020,1,,COT,0.0,0.0,Licenciatura,M,PARDA,46,False,,0.0,False,Cônjuge,Não Estudou,Ensino fundamental incompleto,1.0,Solteiro(a),1,Urbano,Serviço público,Matriculado,,80,2,False
126748,ACA,Licenciatura em Química,2020,1,,COT,10.0,8.56,Licenciatura,M,Parda,32,False,,0.0,False,Sozinho,Ensino fundamental completo,Ensino fundamental completo,0.0,Divorciado(a),1,Rural,Não está trabalhando,Matriculado,,98,0,False
145921,MTC,Engenharia Civil,2021,2,,CON,30.0,8.32,Bacharelado,M,Parda,20,False,,,False,Pais,Ensino superior completo,Ensino médio completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
74021,ACA,Licenciatura em Química,2016,2,,COT,3400.0,6.86,Licenciatura,M,Preta,26,False,,0.0,False,Sozinho,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Matriculado,,84,0,True
86040,BDC,Curso de Bacharelado em Administração,2017,2,,CON,1948.0,8.2,Bacharelado,M,Parda,29,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Concludente,,100,0,True
154331,SRM,GRADUAÇÃO EM AGRONOMIA,2022,1,,COT,513.0,0.0,Bacharelado,M,Parda,18,False,,0.0,False,Parentes,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,93,0,False
121016,CAX,Caxias - Licenciatura em Matemática,2020,1,,COT,220000.0,0.6,Licenciatura,F,Parda,25,False,,0.0,False,Cônjuge,Ensino superior completo,Ensino fundamental completo,0.0,Solteiro(a),0,Rural,Trabalho informal/Bico,Evasão,,94,5,False
69371,CCH,Licenciatura em Artes Visuais,2016,1,,CON,400.0,4.84,Licenciatura,F,Preta,24,False,,0.0,False,Cônjuge,Ensino médio completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Autônomo,Trancada,,99,0,True
125708,SJP,Bacharelado em Administração,2020,1,,COT,600.0,3.39,Bacharelado,F,Preta,20,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,95,8,False
86604,BTC,Buriticupu - Licenciatura em Biologia Enem - Noturno,2017,2,,,0.0,8.9,Licenciatura,F,Parda,32,False,,0.0,False,Cônjuge,Ensino fundamental completo,Alfabetizado,0.0,Casado(a),1,Urbano,Empresa privada,Concludente,,100,0,False
56061,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2014,2,2019-04-03,CON,1118.0,8.6,Licenciatura,F,Preta,28,False,,0.0,False,Mãe,Ensino médio completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Formado,,100,0,False
102562,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2018,2,,CON,0.0,8.28,Licenciatura,M,PARDA,30,False,,0.0,False,Sozinho,Ensino fundamental completo,Ensino fundamental completo,0.0,Solteiro(a),0,Rural,Não está trabalhando,Matriculado,,96,2,False
151807,MTC,Licenciatura em Química,2022,1,,COT,1100.0,0.0,Licenciatura,M,Parda,18,False,,,False,Pai,Ensino médio completo,Ensino fundamental incompleto,,Solteiro(a),0,Rural,Autônomo,Matriculado,,92,0,False
85658,MTC,Licenciatura em Química EAD,2017,1,,COT,2222.22,3.78,Licenciatura,M,Parda,45,False,,1.0,False,Cônjuge,Ensino fundamental incompleto,Ensino fundamental completo,0.0,Casado(a),1,Urbano,Serviço público,Cancelado,,100,0,False
113764,SJP,Bacharelado em Administração,2019,1,,CON,0.0,8.48,Bacharelado,M,PARDA,23,False,,0.0,False,Avó,Ensino médio completo,Alfabetizado,0.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,98,0,False
101036,BTC,Buriticupu - Licenciatura em Biologia Enem - Noturno,2018,2,,COT,998.0,7.86,Licenciatura,M,Parda,25,True,Necessidade de trabalhar para ajudar no sustento familiar,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Rural,Não está trabalhando,Trancado Voluntariamente,,96,4,True
126165,COD,Licenciatura em Ciências Agrárias,2020,1,,CON,0.0,1.43,Licenciatura,M,Parda,20,False,,,False,Sozinho,Ensino fundamental incompleto,Não Estudou,,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,81,22,False
126548,MAR,Licenciatura em Ciências Agrárias,2020,1,,CON,6.0,2.29,Licenciatura,M,Parda,33,False,,0.0,False,Tios,Alfabetizado,Alfabetizado,0.0,Solteiro(a),1,Urbano,Não está trabalhando,Evasão,,76,13,False
125460,SRM,GRADUAÇÃO EM AGRONOMIA,2020,1,,CON,400.0,8.78,Bacharelado,M,Branca,25,False,,,False,Sozinho,Ensino fundamental incompleto,Ensino fundamental incompleto,,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,95,0,False
144920,MTC,Engenharia Mecânica Industrial,2021,2,,CON,280.0,0.0,Bacharelado,M,Preta,19,False,,0.0,False,Amigo(s),Ensino superior completo,Pós-gradução completa,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,74,0,False
126449,MTC,Licenciatura em Química,2020,1,,CON,1045.0,7.65,Licenciatura,M,Preta,40,False,,0.0,False,Sozinho,Ensino médio completo,Ensino médio completo,0.0,União Estável,1,Urbano,Autônomo,Matriculado,,87,1,True
87203,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2017,2,2022-03-16,,1300.0,8.4,Licenciatura,M,Parda,28,False,,0.0,False,Cônjuge,Ensino médio completo,Ensino fundamental completo,1.0,Casado(a),0,Urbano,Não está trabalhando,Formado,,98,0,False
85709,MTC,Licenciatura em Química EAD,2017,1,2021-12-10,COT,4380.0,8.39,Licenciatura,F,Branca,23,False,,,False,Mãe,Pós-gradução completa,Pós-gradução completa,,Solteiro(a),0,Urbano,Empresa privada,Formado,,100,0,False
152822,COD,Licenciatura em Ciências Agrárias,2022,1,,COT,100.0,0.0,Licenciatura,F,Parda,18,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,97,0,False
128910,CAX,Caxias - Licenciatura em Ciências Biológicas,2020,2,,CON,600.0,7.94,Licenciatura,M,Branca,49,False,,1.0,False,Cônjuge,Ensino superior incompleto,Ensino superior completo,0.0,União Estável,2,Urbano,Autônomo,Matriculado,,98,1,False
144623,MTC,Engenharia Mecânica Industrial,2021,2,,COT,2361.84,0.0,Bacharelado,M,Parda,23,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,85,0,False
6242,MTC,Engenharia Elétrica Industrial,2008,2,,,0.0,6.21,Bacharelado,M,Parda,36,False,,0.0,False,Cônjuge,Ensino médio completo,Ensino médio completo,2.0,Casado(a),1,Urbano,Trabalha com vínculo empregatício,Concludente,,100,0,False
61239,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2013,2,,CON,0.9,7.89,Licenciatura,M,Preta,47,False,,1.0,False,Cônjuge,Não Estudou,Ensino fundamental incompleto,1.0,União Estável,2,Urbano,Serviço público,Cancelamento Compulsório,,100,0,False
33329,CCH,Licenciatura em Artes Visuais,2012,1,,CON,1200.0,4.9,Licenciatura,M,PARDA,44,False,,,False,Cônjuge,Ensino médio completo,Ensino médio completo,1.0,Casado(a),1,Urbano,Trabalha com vínculo empregatício,Matriculado,,96,0,True
87923,BTC,Buriticupu - Licenciatura em Matemática Pafor,2015,2,,COT,2000.0,8.02,Licenciatura,M,Parda,38,False,,1.0,False,Cônjuge,Alfabetizado,Alfabetizado,1.0,Solteiro(a),1,Urbano,Serviço público,Aguardando Colação de Grau,,100,0,False
17974,MTC,Engenharia Civil,2009,1,2018-11-21,,3500.0,7.07,Bacharelado,F,Parda,45,False,,1.0,False,Cônjuge,Ensino médio completo,Ensino fundamental incompleto,1.0,União Estável,2,Urbano,Serviço público,Formado,,100,0,True
144373,CAX,Caxias - Licenciatura em Química,2021,2,,COT,1813.12,8.42,Licenciatura,F,Parda,19,False,,0.0,False,Avó,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Empresa privada,Matriculado,,94,0,False
62215,COD,Licenciatura em Matemática,2011,1,,CON,0.0,6.53,Licenciatura,F,Parda,40,False,,,False,Outro,Ensino superior completo,Não sei informar,,Solteiro(a),4,Urbano,Não está trabalhando,Matriculado,,100,0,False
112808,BAC,Bacharelado em Administração,2019,2,,CON,1440.0,8.55,Bacharelado,F,Parda,25,False,,0.0,False,Avó,Não sei informar,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,99,0,False
63186,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2015,2,2019-07-05,CON,998.0,8.79,Licenciatura,F,Branca,32,False,,,False,Mãe,Ensino fundamental completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Serviço público,Formado,,100,0,False
63724,MAR,Licenciatura em Ciências Agrárias,2015,2,,COT,0.0,4.17,Licenciatura,F,Parda,26,False,,0.0,False,Mãe,Ensino médio completo,Não sei informar,1.0,Solteiro(a),1,Rural,Pescador,Trancado Voluntariamente,,93,0,False
99664,CAX,Caxias - Licenciatura em Química,2018,2,,COT,843.0,8.23,Licenciatura,F,Parda,22,False,,0.0,False,Pais,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,0,False
53874,ZDC,Licenciatura em Química,2014,1,,,400.0,0.0,Licenciatura,F,Branca,40,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Casado(a),2,Urbano,Não está trabalhando,Matriculado,,100,0,False
147282,SRM,GRADUAÇÃO EM AGRONOMIA,2022,1,,CON,0.0,0.0,Bacharelado,F,Parda,23,False,,0.0,False,Sozinho,Ensino superior completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,94,0,False
41848,COD,Licenciatura em Matemática,2013,1,,,617.0,7.7,Licenciatura,F,Parda,27,False,,0.0,False,Pais,Não Estudou,Não Estudou,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,100,0,False
52508,SRM,Curso Licenciatura em Ciências Biológicas (parfor - Ifma/srm),2014,2,2018-07-05,,1300.0,8.57,Licenciatura,F,Parda,36,False,,0.0,False,Pais,Ensino fundamental incompleto,Alfabetizado,1.0,Solteiro(a),0,Urbano,Serviço público,Formado,,100,0,False
69886,SIN,Santa Inês - Bacharelado em Administração - Noturno,2016,1,,COT,850.0,7.27,Bacharelado,F,PARDA,28,False,,0.0,False,Sozinho,Ensino superior completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Empresa privada,Matriculado,,99,0,False
52625,COD,Licenciatura em Ciências Agrárias,2012,1,2021-03-01,CON,781.0,6.92,Licenciatura,F,Preta,33,False,,0.0,False,Mãe,Não Estudou,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,100,0,False
96621,BDC,Curso de Bacharelado em Administração,2018,1,,COT,1084.0,9.12,Bacharelado,F,Parda,30,False,,0.0,False,Outro,Ensino médio incompleto,Ensino fundamental completo,0.0,Solteiro(a),1,Rural,Estágio ou bolsa,Matriculado,,97,0,False
137859,MTC,Licenciatura em Química,2021,1,,COT,1050.0,0.0,Licenciatura,F,Preta,19,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Cancelado,,100,0,False
96418,SIN,Santa Inês - Bacharelado em Administração - Noturno,2018,1,,CON,900.0,8.59,Bacharelado,F,Parda,23,False,,0.0,False,Mãe,Não sei informar,Não sei informar,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,0,False
95759,MAR,LICENCIATURA EM GEOGRAFIA,2018,1,,CON,0.0,8.3,Licenciatura,F,Parda,23,False,,0.0,False,Pais,Ensino fundamental incompleto,Alfabetizado,1.0,Solteiro(a),1,Rural,Trabalhador rural/Agricultor,Matriculado,,100,2,False
114650,BTC,Buriticupu - Licenciatura em Biologia Enem - Noturno,2019,2,,CON,1100.0,2.87,Licenciatura,F,Parda,25,False,,0.0,False,Sozinho,Alfabetizado,Alfabetizado,0.0,Divorciado(a),1,Urbano,Empresa privada,Matriculado,,80,19,False
139771,ZDC,Licenciatura em Química,2021,1,,COT,1100.0,8.87,Licenciatura,F,Parda,19,False,,0.0,False,Mãe,Não Estudou,Não Estudou,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,0,False
96472,ZDC,Licenciatura em Química,2018,1,,COT,0.0,8.45,Licenciatura,F,Parda,21,False,,0.0,False,Parentes,Ensino fundamental incompleto,Não sei informar,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,97,0,False
112440,CCH,Licenciatura em Artes Visuais,2019,1,,CON,200.0,3.94,Licenciatura,F,Parda,26,False,,0.0,False,Mãe,Ensino fundamental incompleto,Não sei informar,0.0,Solteiro(a),0,Rural,Não está trabalhando,Matriculado,,67,15,False
144103,BDC,Curso de Bacharelado em Administração,2021,2,,CON,400.0,9.41,Bacharelado,F,Parda,19,False,,0.0,False,Pai,Não sei informar,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
104425,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,2029-07-07,COT,1100.0,8.55,Licenciatura,F,Parda,44,False,,1.0,False,Outro,Ensino fundamental incompleto,Ensino fundamental incompleto,,Solteiro(a),2,Urbano,Trabalha com vínculo empregatício,Formado,,100,0,False
81781,SJP,Sjp - Licenciatura em Matemática - Superior,2017,1,,,2300.0,0.75,Licenciatura,F,Preta,23,False,,0.0,False,Parentes,Ensino médio incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Evasão,,100,0,False
86227,ACA,Licenciatura em Química,2017,2,,CON,1200.0,7.79,Licenciatura,F,Branca,30,False,,0.0,False,Cônjuge,Ensino médio incompleto,Ensino médio completo,0.0,Casado(a),0,Urbano,Empresa privada,Matriculado,,99,0,False
125589,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2020,1,,CON,0.0,8.96,Licenciatura,F,Preta,21,False,,0.0,False,Amigo(s),Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,0,False
102900,CAX,Caxias - Bacharelado em Zootecnia,2018,2,,CON,1800.0,7.52,Bacharelado,F,Parda,34,False,,0.0,False,Cônjuge,Não Estudou,Alfabetizado,1.0,Casado(a),3,Urbano,Não está trabalhando,Matriculado,,98,3,False
61228,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2013,2,2018-03-01,,500.0,8.74,Licenciatura,F,Parda,27,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,100,0,False
137411,ITZ,Bacharelado em Ciência da Computação Imperatriz,2021,1,,CON,1500.0,9.51,Bacharelado,M,Parda,19,False,,,False,Pais,Ensino fundamental incompleto,Ensino médio completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,94,0,False
36850,MTC,Licenciatura em Biologia,2013,1,,COT,3500.0,7.29,Licenciatura,F,Parda,26,False,,0.0,False,Parentes,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Empresa privada,Matriculado,,100,0,False
85806,MTC,Licenciatura em Química EAD,2017,1,2021-12-18,CON,2400.0,8.47,Licenciatura,M,Parda,36,False,,0.0,False,Cônjuge,Alfabetizado,Alfabetizado,0.0,Casado(a),1,Urbano,Serviço público,Formado,,100,0,False
80402,COD,Licenciatura em Matemática,2017,1,,CON,850.0,6.07,Licenciatura,M,Parda,25,False,,0.0,False,Parentes,Não Estudou,Não Estudou,0.0,Solteiro(a),0,Rural,Não está trabalhando,Matriculado,,95,0,False
155833,COD,Bacharelado em Agronomia,2022,1,,COT,3519.42,0.0,Bacharelado,M,Parda,21,False,,0.0,False,Pais,Ensino médio incompleto,Pós-graduação incompleta,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,96,0,False
104001,CAX,Caxias - Licenciatura em Pedagogia,2018,2,,CON,1908.0,6.33,Licenciatura,M,Parda,25,False,,0.0,False,Pais,Alfabetizado,Alfabetizado,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,100,8,False
140134,MTC,Licenciatura em Física,2021,1,,COT,1000.0,0.0,Licenciatura,M,Parda,35,False,,0.0,False,Outro,Ensino superior completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Cancelado,,100,0,False
114352,MTC,Engenharia Elétrica Industrial,2019,1,,CON,0.0,3.5,Bacharelado,M,PARDA,24,False,,0.0,False,Mãe,Ensino superior completo,Ensino médio incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,75,26,True
36909,MTC,Engenharia Civil,2013,1,,,0.0,8.58,Bacharelado,M,Parda,27,False,,0.0,False,Parentes,Ensino médio completo,Não sei informar,1.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Matriculado,,100,0,True
120821,SRM,GRADUAÇÃO EM AGRONOMIA,2020,1,,COT,1212.0,3.05,Bacharelado,M,Preta,20,False,,,False,Mãe,Ensino superior incompleto,Ensino médio completo,,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,90,21,False
98415,MTC,Licenciatura em Química,2018,1,,CON,1212.0,7.18,Licenciatura,M,Parda,31,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,93,4,False
83713,MTC,Engenharia Civil,2017,1,,COT,1400.0,6.48,Bacharelado,M,Parda,33,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,96,0,True
83777,MTC,Engenharia Civil,2017,1,,COT,637.0,8.25,Bacharelado,M,Parda,25,False,,0.0,False,Sozinho,Não sei informar,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Matriculado,,97,0,False
41113,ITZ,Bacharelado em Engenharia Elétrica  Imperatriz,2013,2,2019-07-30,,1874.0,8.49,Bacharelado,M,Parda,27,False,,0.0,False,Parentes,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,100,0,False
97327,COD,Licenciatura em Ciências Biológicas,2018,1,2022-03-06,CON,241.0,8.38,Licenciatura,M,Parda,23,False,,1.0,False,Mãe,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,97,0,False
60686,MTC,Licenciatura em Química,2015,1,2019-05-23,,3680.0,8.43,Licenciatura,M,Branca,25,False,,1.0,False,Pais,Ensino fundamental completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,100,0,False
104895,BTC,Buriticupu - Licenciatura em Matemática Pafor,2019,1,,COT,170.0,8.19,Licenciatura,F,Parda,34,False,,,False,Pais,Ensino superior completo,Alfabetizado,,Solteiro(a),2,Rural,Serviço público,Matriculado,,98,0,False
41114,ITZ,Bacharelado em Engenharia Elétrica  Imperatriz,2013,2,,,2000.0,7.72,Bacharelado,M,Parda,28,False,,1.0,False,Outro,Ensino médio completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,100,0,True
76942,CAX,Caxias - Licenciatura em Ciências Biológicas,2017,2,2022-04-12,COT,2244.0,8.94,Licenciatura,F,Parda,24,True,Necessidade de trabalhar para ajudar no sustento familiar,0.0,False,Pais,Ensino fundamental incompleto,Não Estudou,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,99,0,False
63670,CAX,Caxias - Licenciatura em Química,2015,2,2022-02-03,CON,1300.0,7.55,Licenciatura,F,Parda,24,False,,1.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Autônomo,Formado,,100,1,False
129540,CAX,Caxias - Licenciatura em Ciências Biológicas,2020,2,,COT,1212.0,8.37,Licenciatura,F,Parda,24,False,,0.0,False,Parentes,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,98,0,False
95756,MAR,LICENCIATURA EM GEOGRAFIA,2018,1,,CON,800.0,5.52,Licenciatura,F,Parda,25,False,,0.0,False,Mãe,Não Estudou,Não Estudou,0.0,Casado(a),0,Urbano,Empresa privada,Matriculado,,100,11,False
96488,ZDC,Licenciatura em Química,2018,1,,COT,954.0,5.11,Licenciatura,F,Parda,22,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,91,10,False
